CreditScore,Tenure,Balance,HasCrCard,IsActiveMember,EstimatedSalary,Satisfaction Score,Point Earned,BalanceToSalaryRatio,ActiveCredit,LowSatisfaction,Geography_Germany,Geography_Spain,Gender_Male,Card Type_GOLD,Card Type_PLATINUM,Card Type_SILVER,AgeCategory_Moyen,AgeCategory_Âgé,ProductCategory_2,ProductCategory_3+
615,5,113193.51,1,1,52166.25,4,624,2.1698193790165283,1,0,True,False,True,False,True,False,True,False,True,False
732,9,94867.18,1,1,157527.6,3,507,0.6022219457292199,1,0,True,False,False,True,False,False,False,True,True,False
460,7,0.0,1,0,156150.08,3,299,0.0,0,0,False,False,False,False,True,False,False,False,True,False
757,4,123322.15,1,0,137136.29,2,521,0.8992605147731881,0,1,False,False,False,True,False,False,True,False,False,False
695,9,159458.53,1,0,135841.35,5,360,1.1738499076318982,0,0,False,False,True,True,False,False,True,False,False,False
790,7,107418.27,0,1,160450.21,1,726,0.6694762227096948,0,1,True,False,True,False,True,False,False,False,False,False
667,9,71786.9,1,1,67734.79,2,818,1.0598075256817703,1,1,False,False,False,False,False,True,True,False,True,False
645,9,0.0,1,1,176353.87,4,430,0.0,1,0,False,False,False,True,False,False,False,True,False,True
529,1,157498.9,1,1,82276.62,5,639,1.9142374317584783,1,0,False,False,True,False,False,True,True,False,False,False
529,1,0.0,1,1,37769.98,5,333,0.0,1,0,False,False,False,False,True,False,False,False,True,False
555,8,145875.74,1,0,137491.23,3,239,1.0609744274276443,0,0,False,False,True,True,False,False,False,False,False,False
811,1,101514.89,1,1,121765.0,3,749,0.833688303795805,1,0,False,False,True,False,False,True,True,False,False,False
657,8,188241.05,0,0,183058.51,3,382,1.028305221618915,0,0,False,True,True,False,False,False,True,False,True,False
537,9,0.0,0,0,103799.77,4,948,0.0,0,0,False,False,True,True,False,False,False,True,True,False
634,1,69518.95,1,0,116238.39,5,541,0.5980670579912712,0,0,False,False,False,False,True,False,True,False,False,False
735,8,123845.36,0,1,170454.93,5,415,0.7265535437810817,0,0,False,False,False,False,False,False,True,False,True,False
596,1,123544.0,1,1,120314.75,3,600,1.0268314829937062,1,0,True,False,True,False,False,False,True,False,False,False
522,5,94049.92,1,0,103269.0,3,913,0.9107186985571802,0,0,True,False,False,False,False,True,False,False,True,False
516,1,0.0,0,1,112311.15,3,638,0.0,0,0,False,True,False,False,True,False,False,False,False,False
587,2,0.0,0,1,106174.7,2,826,0.0,0,1,False,False,True,False,True,False,True,False,False,True
677,4,0.0,1,0,7824.31,3,760,0.0,0,0,False,False,True,False,True,False,True,False,True,False
820,9,111336.89,1,0,16770.31,5,753,6.638532708536184,0,0,True,False,True,False,True,False,True,False,False,False
585,8,144705.87,0,0,171482.56,1,767,0.8438468970436582,0,1,False,False,False,False,True,False,False,False,True,False
520,1,73493.17,0,1,109626.13,2,721,0.6703921739080463,0,1,False,False,False,False,False,True,True,False,False,False
554,3,117413.95,1,1,12766.74,5,574,9.196141995372713,1,0,False,False,True,False,True,False,False,False,False,False
749,10,78136.36,1,1,73470.98,5,887,1.0634851544765773,1,0,True,False,True,False,False,True,True,False,True,False
559,5,139129.44,0,1,32635.54,4,601,4.262996016121807,0,0,False,True,False,False,False,False,True,False,False,False
746,9,127157.04,1,1,155700.15,3,948,0.8166737368349559,1,0,False,False,True,False,False,True,True,False,False,False
638,6,0.0,1,0,33676.48,4,523,0.0,0,0,False,False,True,True,False,False,False,True,False,False
667,3,77356.92,1,1,20881.96,2,681,3.704308201519325,1,1,True,False,True,True,False,False,False,True,True,False
759,1,109848.6,1,1,42012.55,5,299,2.614599337594657,1,0,False,False,False,False,False,True,False,False,False,False
517,5,113308.84,0,1,31517.16,2,728,3.5950334664206287,0,1,False,False,True,False,False,False,True,False,False,False
624,5,0.0,0,0,132418.59,5,965,0.0,0,0,False,False,False,True,False,False,False,False,True,False
598,8,180293.84,1,1,29552.7,1,664,6.100550523284732,1,1,True,False,True,False,False,True,False,False,True,False
570,10,176173.52,1,0,97045.32,2,539,1.8153549768811428,0,1,False,False,False,True,False,False,False,False,False,False
751,3,0.0,1,1,84175.34,4,254,0.0,1,0,False,False,False,False,False,False,True,False,True,False
501,2,0.0,0,0,141946.92,5,872,0.0,0,0,False,False,False,True,False,False,True,False,True,False
756,3,132623.6,1,1,58974.0,1,677,2.2488105129292073,1,1,False,False,True,True,False,False,True,False,False,False
688,8,146133.39,1,1,175296.76,4,866,0.8336295341138416,1,0,True,False,True,False,True,False,False,False,False,False
473,7,131504.73,1,0,189560.43,5,852,0.69373147269463,0,0,True,False,False,False,False,False,False,False,False,False
520,5,121197.64,1,0,72577.33,4,502,1.6698874168088464,0,0,False,False,True,False,True,False,True,False,False,False
681,3,148884.47,1,1,90967.37,5,300,1.636661951841063,1,0,False,False,True,False,False,False,False,False,True,False
829,9,112045.67,1,1,119708.21,3,779,0.9359820351333034,1,0,True,False,False,False,False,False,False,False,False,False
778,7,123229.46,1,0,181221.09,3,977,0.6799913851561915,0,0,True,False,False,False,True,False,False,False,False,False
684,3,99967.76,1,1,176882.08,1,606,0.5651629313555598,1,1,True,False,True,False,False,True,False,False,False,False
427,8,0.0,1,1,82870.75,5,778,0.0,1,0,False,True,True,False,False,True,True,False,True,False
675,8,79035.95,1,0,142783.98,5,481,0.5535312607810708,0,0,False,True,False,True,False,False,True,False,False,False
530,0,0.0,1,0,85081.09,2,737,0.0,0,1,False,False,False,False,True,False,True,False,False,False
707,4,132835.56,0,0,136877.24,2,745,0.9704651374827731,0,1,False,True,False,False,False,True,False,False,False,False
729,4,107726.93,1,0,153064.87,5,456,0.7037945820319056,0,0,False,True,True,False,False,True,True,False,True,False
627,3,128770.88,1,1,40199.01,5,315,3.2032549245634514,1,0,True,False,True,True,False,False,False,False,True,False
701,8,130091.5,1,1,120031.29,1,902,1.083804199686601,1,1,False,False,True,False,True,False,True,False,False,False
611,4,78885.88,1,1,26927.69,3,914,2.9294362258245763,1,0,True,False,False,False,False,True,False,False,True,False
617,1,0.0,1,0,143298.06,4,323,0.0,0,0,False,True,False,False,False,False,True,False,False,False
681,2,128393.29,1,1,180593.45,1,906,0.7109481492925169,1,1,False,True,True,False,False,True,False,False,False,False
677,3,126729.41,1,1,26106.39,3,439,4.854158535188696,1,0,True,False,True,False,False,True,False,False,False,False
719,1,100829.94,1,1,165008.97,3,657,0.6110536230022949,1,0,False,True,True,True,False,False,False,False,False,False
756,6,0.0,1,1,164394.65,2,458,0.0,1,1,False,False,False,False,False,True,False,False,False,False
831,2,146033.62,1,0,191260.74,5,360,0.7635276140434569,0,0,False,False,False,False,False,True,False,False,False,False
763,8,0.0,1,1,933.38,1,560,0.0,1,1,False,True,True,False,False,False,True,False,True,False
768,3,141334.95,0,1,125870.5,3,277,1.1228510822545215,0,0,False,False,False,False,False,False,True,False,False,False
537,1,0.0,0,1,41233.97,5,818,0.0,0,0,False,True,False,False,True,False,True,False,True,False
588,0,0.0,1,1,140586.08,3,715,0.0,1,0,False,False,False,False,True,False,False,False,True,False
721,2,108424.19,1,1,178418.35,1,260,0.6076929996662358,1,1,False,False,True,False,True,False,False,True,False,False
554,0,108477.27,0,1,140003.0,3,641,0.774815505271278,0,0,True,False,False,True,False,False,True,False,False,False
606,3,0.0,1,0,50560.45,2,612,0.0,0,1,False,False,False,True,False,False,True,False,True,False
663,8,0.0,1,1,188007.99,1,299,0.0,1,1,False,True,True,True,False,False,False,False,False,False
782,10,98052.66,1,1,142587.32,3,565,0.6876626360419984,1,0,False,True,True,False,True,False,False,False,False,False
679,1,97234.58,1,0,188997.08,1,597,0.5144739036502382,0,1,False,False,True,False,False,False,True,False,False,False
672,5,153195.59,1,1,162763.01,2,391,0.9412129253881124,1,1,False,False,True,False,True,False,True,False,False,False
486,9,97009.15,1,1,85101.0,1,575,1.1399162181852365,1,1,False,False,True,True,False,False,False,True,False,False
512,6,0.0,1,0,37654.31,2,572,0.0,0,1,False,False,True,False,False,False,False,False,True,False
647,7,121260.19,1,0,77216.48,1,335,1.570372278401212,0,1,False,True,True,False,True,False,False,False,True,False
518,8,0.0,1,1,36193.07,1,916,0.0,1,1,False,False,False,False,False,True,True,False,True,False
749,2,56726.83,0,1,185543.35,2,937,0.3057319180023536,0,1,False,False,True,False,False,True,True,False,True,False
637,9,154309.67,1,1,125334.16,3,659,1.2311762317932176,1,0,True,False,True,False,True,False,True,False,False,False
704,10,122109.78,1,1,127654.37,3,306,0.9565581142414926,1,0,False,True,True,False,True,False,False,False,False,False
777,7,0.0,1,0,106472.34,2,537,0.0,0,1,False,False,True,False,False,True,True,False,False,False
582,6,0.0,0,1,72970.93,4,475,0.0,0,0,False,True,True,False,False,False,False,False,True,False
573,8,0.0,0,0,77660.03,4,668,0.0,0,0,False,True,True,False,True,False,False,False,True,False
746,2,113836.27,1,1,174815.54,3,537,0.6511756267456157,1,0,False,True,True,False,False,True,False,False,False,False
850,4,156001.68,1,1,151677.31,1,882,1.028503548068277,1,1,False,False,True,True,False,False,False,False,True,False
762,6,123571.77,0,1,57014.17,5,655,2.1673489704582134,0,0,True,False,True,False,False,False,True,False,False,True
750,7,136492.92,1,1,26500.29,3,635,5.150425507588499,1,0,False,False,True,False,True,False,True,False,False,True
588,1,103060.63,1,0,179866.01,5,697,0.5729823940476911,0,0,True,False,False,False,False,False,False,False,False,False
605,10,0.0,0,1,97213.09,5,411,0.0,0,0,False,False,True,False,False,False,True,False,True,False
556,0,115915.53,0,1,125435.47,5,569,0.9240975132670746,0,0,True,False,True,False,False,False,True,False,True,False
631,9,160736.63,0,1,93503.02,3,576,1.7190344329580696,0,0,False,True,True,False,False,True,True,False,False,False
672,2,209767.31,1,1,150694.42,5,742,1.3919952577191794,1,0,False,True,False,False,True,False,False,True,True,False
700,4,0.0,1,0,130789.15,2,663,0.0,0,1,False,False,False,True,False,False,True,False,True,False
674,7,85757.93,1,1,95481.0,2,929,0.8981580821516096,1,1,False,False,False,False,False,False,False,False,False,False
712,7,93978.96,1,0,60651.77,1,313,1.5494586644600075,0,1,True,False,True,False,True,False,True,False,True,False
525,3,77910.23,1,0,67238.01,3,976,1.1587057870126285,0,0,False,True,True,False,False,True,True,False,False,False
707,8,136678.52,1,0,54290.62,4,842,2.5174883342954213,0,0,False,False,True,False,False,True,False,False,False,False
540,1,88382.01,0,1,59457.0,4,409,1.4864611995021695,0,0,False,True,True,True,False,False,False,True,False,False
659,8,154159.51,1,0,40441.1,4,426,3.811857198315617,0,0,True,False,False,False,False,False,False,False,False,False
664,10,0.0,1,0,140173.17,1,495,0.0,0,1,False,False,True,False,True,False,True,False,False,False
789,6,110689.07,1,1,71121.04,1,792,1.5563258590445384,1,1,True,False,False,False,False,True,True,False,False,False
434,8,109339.17,1,0,96405.88,3,629,1.1341428122142319,0,0,True,False,True,True,False,False,True,False,True,False
837,8,103302.37,1,1,50974.57,3,999,2.0265074034483574,1,0,False,False,True,False,True,False,True,False,False,False
655,7,118028.35,1,0,51226.32,2,573,2.304011804638619,0,1,True,False,True,False,False,True,False,False,False,False
575,9,133292.45,1,0,111175.09,2,506,1.198930903218489,0,1,False,True,False,False,True,False,True,False,False,False
459,5,109387.9,1,0,155721.15,3,894,0.7024556236861615,0,0,True,False,True,False,True,False,True,False,False,False
645,0,174400.36,1,0,42669.37,5,600,4.087153685332468,0,0,False,False,True,True,False,False,False,False,False,False
681,3,105206.7,1,1,163558.36,2,923,0.6432325242651965,1,1,True,False,False,True,False,False,True,False,True,False
717,5,0.0,1,0,172665.21,3,594,0.0,0,0,False,False,True,True,False,False,True,False,True,False
759,6,128917.84,1,1,48244.64,1,793,2.6721137910078507,1,1,False,True,False,False,False,False,False,True,False,False
539,1,0.0,1,1,28184.7,5,445,0.0,1,0,False,False,True,False,True,False,True,False,False,False
710,6,0.0,1,1,8991.17,2,834,0.0,1,1,False,False,True,False,True,False,False,False,True,False
557,3,83074.0,1,0,132673.22,2,496,0.6261502799865716,0,1,False,False,True,True,False,False,False,False,False,False
765,9,91835.16,0,0,138280.17,1,843,0.6641190553999506,0,1,False,False,True,False,True,False,False,False,False,False
762,6,141389.06,1,0,54122.89,2,635,2.6123225806570813,0,1,False,False,True,False,False,False,False,False,False,False
717,2,99472.76,1,0,94274.72,4,472,1.055125964564365,0,0,False,False,False,False,False,False,True,False,True,False
806,8,167983.17,1,1,106714.28,3,498,1.5741248113672195,1,0,True,False,True,False,True,False,True,False,True,False
733,3,100337.96,1,0,48559.19,4,759,2.066259625425683,0,0,True,False,True,False,True,False,False,False,False,True
728,9,127772.1,1,1,152643.48,5,658,0.8370568002197001,1,0,True,False,False,False,False,False,False,False,True,False
630,0,108449.23,0,0,88372.69,2,295,1.2271664790731267,0,1,True,False,False,True,False,False,True,False,False,True
626,2,133968.96,1,0,148689.65,2,321,0.9009911517637457,0,1,False,False,False,False,False,False,True,False,True,False
627,6,0.0,1,1,138700.75,4,223,0.0,1,0,False,False,False,False,False,False,True,False,False,True
711,9,128793.63,1,0,19262.05,2,274,6.6860455639164105,0,1,True,False,True,True,False,False,False,False,False,False
560,4,152532.3,0,0,10779.69,3,459,14.148658388284979,0,0,True,False,True,False,False,False,True,False,False,False
564,7,84006.88,0,0,183490.99,5,984,0.4578231453045989,0,0,False,False,True,False,False,True,False,False,True,False
643,3,167949.48,1,0,143162.34,2,906,1.173131892564116,0,1,False,False,False,True,False,False,False,False,False,False
827,8,143001.5,1,0,108977.5,4,265,1.3121991952541097,0,0,True,False,False,False,False,True,True,False,True,False
722,0,125977.81,0,0,160162.42,2,983,0.78655794188211,0,1,True,False,False,True,False,False,True,False,False,False
652,1,103895.31,0,1,159649.44,3,607,0.6507674516900799,0,0,False,True,False,False,False,True,True,False,False,False
697,10,0.0,1,1,79734.23,3,968,0.0,1,0,False,False,False,False,False,True,False,False,True,False
710,8,0.0,0,0,83206.19,3,636,0.0,0,0,False,True,False,False,False,True,True,False,True,False
771,1,0.0,0,0,41542.95,1,371,0.0,0,1,False,True,True,True,False,False,False,False,True,False
692,1,125547.53,0,0,7900.46,4,890,15.889155928144925,0,0,False,False,True,False,False,True,False,False,False,False
777,10,0.0,1,0,189992.97,2,306,0.0,0,1,False,False,False,False,True,False,True,False,True,False
555,1,0.0,0,0,88146.86,1,561,0.0,0,1,False,False,True,False,False,False,False,False,True,False
587,1,0.0,0,1,17135.6,1,937,0.0,0,1,False,False,True,True,False,False,True,False,True,False
653,9,149571.94,1,0,118383.18,1,896,1.263445335348017,0,1,False,True,False,False,False,True,True,False,False,False
567,1,157320.51,1,0,62193.92,4,630,2.529475236884299,0,0,False,True,False,False,True,False,True,False,False,False
413,1,130969.77,1,1,158891.79,1,827,0.8242650280103961,1,1,True,False,True,False,True,False,True,False,True,False
829,7,150126.44,1,0,152107.93,5,502,0.9869666429183349,0,0,False,False,False,False,False,True,False,False,False,False
562,2,0.0,0,1,52525.15,3,231,0.0,0,0,False,False,True,False,True,False,True,False,False,False
666,3,129118.5,0,0,139435.12,1,940,0.9260046822874877,0,1,True,False,False,False,False,False,True,False,True,False
421,2,0.0,1,1,96615.23,1,393,0.0,1,1,False,False,True,True,False,False,False,False,True,False
617,1,61687.33,1,0,105965.25,4,419,0.582141294987791,0,0,False,False,True,False,False,False,False,False,True,False
621,0,0.0,1,1,133831.37,2,704,0.0,1,1,False,False,True,False,False,False,True,False,False,False
662,4,133950.37,1,1,48725.68,1,368,2.749014913390364,1,1,False,False,False,False,False,False,False,False,False,False
663,5,141462.13,1,0,440.2,5,940,320.63039437896646,0,0,False,False,True,False,False,True,False,False,False,False
670,7,0.0,1,1,77864.41,1,794,0.0,1,1,False,False,True,True,False,False,True,False,True,False
528,9,135555.66,1,0,133146.03,4,764,1.0180900017071355,0,0,True,False,False,False,True,False,True,False,False,False
568,7,0.0,1,1,45978.39,2,845,0.0,1,1,False,False,False,True,False,False,True,False,True,False
734,7,123040.38,1,1,76503.06,2,645,1.6082856256256206,1,1,True,False,False,False,True,False,False,False,False,False
661,5,136425.18,1,0,81102.81,2,687,1.6821056865269337,0,1,False,False,False,False,True,False,True,False,False,False
684,4,139723.9,1,1,120612.11,2,254,1.158447037805426,1,1,False,True,False,False,False,True,True,False,False,False
765,9,157960.49,0,0,136602.8,1,335,1.1563403799894294,0,1,False,False,True,False,True,False,True,False,True,False
850,6,0.0,1,0,136985.08,1,268,0.0,0,1,False,False,True,False,False,False,True,False,False,False
589,4,0.0,1,0,95483.48,5,443,0.0,0,0,False,False,True,False,False,False,True,False,False,False
704,3,0.0,1,0,73018.74,4,697,0.0,0,0,False,True,True,True,False,False,False,False,True,False
691,6,134066.1,1,1,197572.41,4,335,0.6785634767350526,1,0,False,False,False,False,True,False,True,False,True,False
599,4,0.0,1,0,194273.2,3,543,0.0,0,0,False,True,False,False,True,False,True,False,False,False
739,1,110597.76,0,1,160122.66,2,831,0.6907021735576117,0,1,True,False,True,False,True,False,False,True,False,False
722,2,0.0,0,0,120906.83,4,625,0.0,0,0,False,False,True,True,False,False,True,False,False,False
642,1,154863.15,1,1,138052.51,4,716,1.1217617719390112,1,0,False,False,True,False,False,True,True,False,False,False
746,3,0.0,1,1,80344.96,3,488,0.0,1,0,False,False,True,False,False,True,False,True,False,True
586,3,0.0,1,1,142238.54,2,1000,0.0,1,1,False,False,True,True,False,False,False,False,True,False
699,0,158633.61,1,0,193785.87,1,835,0.8185983395056641,0,1,False,True,False,False,False,True,True,False,False,False
619,8,132796.04,1,1,191821.35,5,845,0.6922865870426466,1,0,True,False,False,False,False,True,True,False,False,True
712,3,153819.58,1,0,79176.09,3,942,1.9427283826672588,0,0,False,False,True,True,False,False,False,False,False,False
607,10,0.0,1,0,132741.13,5,480,0.0,0,0,False,False,False,False,False,True,True,False,False,True
793,0,0.0,0,0,148993.47,2,847,0.0,0,1,False,True,False,False,False,True,True,False,False,False
703,9,0.0,1,0,50679.48,3,242,0.0,0,0,False,True,True,False,False,False,False,False,True,False
350,0,111098.85,1,1,172321.21,2,670,0.64471579142352,1,1,False,False,False,False,False,False,True,False,False,False
714,6,152926.6,1,1,50899.91,3,983,3.004398153196082,1,0,False,True,False,False,False,False,False,False,False,False
678,5,138668.18,1,1,54144.01,1,408,2.561051886406522,1,1,False,True,True,False,True,False,False,False,False,False
545,2,127536.44,1,0,108398.63,5,320,1.1765394402176466,0,0,True,False,False,False,True,False,True,False,False,False
842,9,0.0,0,0,17268.02,1,675,0.0,0,1,False,True,True,False,False,True,True,False,False,False
784,1,138515.02,1,1,171768.76,2,942,0.8063993336196079,1,1,True,False,True,False,True,False,True,False,False,False
667,1,97133.92,0,0,113316.77,5,736,0.8571817112179316,0,0,True,False,False,True,False,False,True,False,True,False
490,3,97266.1,1,1,92797.23,4,762,1.048146069165328,1,0,False,True,False,False,False,False,True,False,False,False
764,5,0.0,0,1,105155.66,3,876,0.0,0,0,False,False,True,False,False,False,False,False,True,False
573,4,0.0,1,1,157549.6,1,832,0.0,1,1,False,False,False,False,True,False,False,False,True,False
741,6,106036.52,1,0,194686.78,4,927,0.5446490786427376,0,0,False,False,True,False,False,False,True,False,False,False
564,5,114931.35,0,1,18260.98,3,771,6.293476939521345,0,0,True,False,False,True,False,False,False,True,False,True
628,8,89182.09,1,1,13126.9,3,228,6.793324903449904,1,0,False,False,True,True,False,False,False,False,False,False
558,1,0.0,0,0,111687.57,4,875,0.0,0,0,False,False,True,False,False,False,False,False,True,False
